miRNA,SRR5896100,SRR5914587,SRR5914588,SRR5914589,SRR5914590,SRR5914591,SRR5914592,SRR5914593,SRR5914594,SRR5914595,SRR5914596,SRR5914597,SRR5914598,SRR5914599,SRR5914600,SRR5914601,SRR5914602,SRR5914603,SRR5914604,SRR5914605,SRR5914606,SRR5914607,SRR5914608,SRR5914609,SRR5914610,SRR5914611,SRR5914612,SRR5914613,SRR5914614,SRR5914615,SRR5914616,SRR5914617,SRR5914618,SRR5914619,SRR5914620,SRR5914621,SRR5914622,SRR5914623,SRR5914624,SRR5914625,SRR5914626,SRR5914627,SRR5914628,SRR5914629,SRR5914630,SRR5914631,SRR5914632,SRR5914633,SRR5914634,SRR5914635,SRR5914636,SRR5914637,SRR5914638,SRR5914639,SRR5914640,SRR5914641,SRR5914642,SRR5914643,SRR5914644,SRR5914645,SRR5914646,SRR5914647,SRR5914648,SRR5914649,SRR5914650,SRR5914652,SRR5914653,SRR5914654,SRR5914655,SRR5914656,SRR5914657,SRR5914658,SRR5914659,SRR5914660,SRR5914661,SRR5914662,SRR5914663,SRR5914664,SRR5914665,SRR5914666,SRR5914667,SRR5914668,SRR5914669,SRR5914670,SRR5914671,SRR5914672,SRR5914673
Hsa-Let-7-P2b3_5p,4256.0,2182.0,3295.0,2228.0,22333.0,4028.0,0.0,3281.0,4784.0,2407.0,3144.0,3218.0,2076.0,2775.0,5679.0,4402.0,5503.0,10071.0,4436.0,3350.0,2747.0,1278.0,6867.0,4821.0,3198.0,6751.0,3395.0,2687.0,5905.0,10998.0,3672.0,7567.0,4661.0,3039.0,1667.0,1132.0,9060.0,4578.0,11195.0,7097.0,4948.0,4077.0,3061.0,2885.0,3369.0,4387.0,6201.0,4200.0,2365.0,7086.0,1574.0,2815.0,9469.0,6620.0,6879.0,1272.0,3499.0,4592.0,5551.0,2710.0,3796.0,6040.0,6525.0,4263.0,5853.0,2109.0,5753.0,1865.0,2973.0,2240.0,4763.0,4267.0,8360.0,4518.0,4204.0,2382.0,4621.0,9154.0,3360.0,4296.0,2828.0,2939.0,4477.0,3151.0,4158.0,3784.0,1343.0
Hsa-Let-7-P2b3_5p chrX segs:1-30 cds:-:53556293-53556322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c1_3p*,454.0,245.0,545.0,197.0,661.0,396.0,0.0,222.0,503.0,239.0,346.0,274.0,153.0,152.0,442.0,361.0,600.0,333.0,165.0,293.0,378.0,173.0,768.0,798.0,439.0,512.0,368.0,270.0,557.0,531.0,284.0,1068.0,375.0,529.0,206.0,99.0,703.0,707.0,905.0,801.0,370.0,231.0,163.0,164.0,179.0,389.0,653.0,366.0,157.0,419.0,189.0,169.0,272.0,393.0,333.0,106.0,319.0,353.0,418.0,207.0,804.0,619.0,493.0,536.0,519.0,159.0,458.0,329.0,285.0,283.0,585.0,587.0,449.0,457.0,314.0,308.0,310.0,718.0,341.0,625.0,613.0,392.0,664.0,235.0,405.0,375.0,120.0
Hsa-Let-7-P2c1_3p* chr9 segs:1-29 cds:+:94178893-94178921,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c1_5p,2898.0,1222.0,3006.0,727.0,5108.0,2160.0,0.0,1273.0,2491.0,1545.0,2334.0,1551.0,991.0,981.0,1748.0,2232.0,3368.0,2071.0,1903.0,2439.0,2625.0,1239.0,3180.0,3239.0,2204.0,3035.0,1973.0,1554.0,3146.0,3255.0,1479.0,5484.0,2543.0,2999.0,1041.0,981.0,4417.0,2844.0,4619.0,4521.0,2837.0,1581.0,883.0,960.0,1056.0,2290.0,3482.0,3284.0,972.0,3379.0,1464.0,1280.0,1598.0,2551.0,2720.0,752.0,1691.0,1929.0,2575.0,1741.0,4366.0,3964.0,2220.0,3302.0,3573.0,792.0,2603.0,1646.0,2024.0,1937.0,3854.0,3177.0,2826.0,2417.0,1640.0,2005.0,1605.0,1169.0,1200.0,2460.0,3109.0,2530.0,4209.0,1812.0,1796.0,2372.0,703.0
Hsa-Let-7-P2c1_5p chr9 segs:1-30 cds:+:94178839-94178868,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c2_3p*,84.0,70.0,146.0,29.0,49.0,78.0,0.0,54.0,56.0,21.0,52.0,29.0,70.0,71.0,129.0,81.0,96.0,112.0,140.0,42.0,24.0,11.0,85.0,101.0,72.0,88.0,71.0,60.0,195.0,80.0,102.0,137.0,75.0,87.0,30.0,15.0,84.0,66.0,60.0,171.0,70.0,66.0,12.0,11.0,67.0,89.0,98.0,48.0,25.0,131.0,34.0,41.0,138.0,86.0,53.0,62.0,85.0,110.0,119.0,74.0,30.0,158.0,226.0,100.0,156.0,73.0,140.0,68.0,33.0,60.0,52.0,50.0,105.0,95.0,122.0,69.0,87.0,252.0,77.0,126.0,78.0,49.0,66.0,66.0,98.0,116.0,23.0
Hsa-Let-7-P2c2_3p* chr12 segs:1-29 cds:+:62603745-62603773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c2_5p,8308.0,7636.0,26889.0,3131.0,12553.0,15084.0,0.0,9573.0,13632.0,4450.0,7088.0,7534.0,7252.0,5529.0,17457.0,9670.0,16131.0,20259.0,8152.0,6842.0,4452.0,2273.0,19803.0,17654.0,9772.0,12646.0,10988.0,9811.0,25593.0,13197.0,25001.0,23867.0,11798.0,11780.0,6810.0,3487.0,13280.0,13192.0,11764.0,35052.0,11779.0,17901.0,4198.0,3115.0,11674.0,12308.0,13293.0,11006.0,6431.0,12463.0,5382.0,12830.0,23838.0,18026.0,16051.0,7267.0,12319.0,14419.0,14684.0,8173.0,6495.0,14177.0,25681.0,11513.0,19382.0,11505.0,13954.0,5557.0,7528.0,7108.0,9476.0,7058.0,12410.0,10942.0,16707.0,8597.0,11780.0,16580.0,15885.0,20985.0,15229.0,9786.0,13748.0,7767.0,14785.0,17303.0,4462.0
Hsa-Let-7-P2c2_5p chr12 segs:1-30 cds:+:62603689-62603718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c3_3p*,39.0,17.0,20.0,8.0,30.0,14.0,0.0,15.0,23.0,0.0,19.0,15.0,6.0,5.0,46.0,16.0,21.0,16.0,31.0,16.0,18.0,8.0,32.0,33.0,26.0,16.0,20.0,16.0,25.0,24.0,18.0,43.0,28.0,17.0,8.0,8.0,30.0,24.0,39.0,31.0,26.0,9.0,8.0,0.0,15.0,29.0,40.0,26.0,12.0,38.0,10.0,17.0,20.0,25.0,15.0,6.0,24.0,19.0,27.0,22.0,21.0,37.0,29.0,18.0,47.0,10.0,29.0,30.0,13.0,27.0,18.0,23.0,27.0,18.0,42.0,13.0,20.0,28.0,9.0,26.0,20.0,20.0,27.0,21.0,19.0,17.0,8.0
Hsa-Let-7-P2c3_3p* chr3 segs:1-29 cds:-:52268274-52268302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Let-7-P2c3_5p,23980.0,8385.0,18413.0,7193.0,25547.0,13506.0,0.0,11564.0,20190.0,11134.0,13158.0,8276.0,5669.0,7084.0,13281.0,12710.0,24841.0,15657.0,10554.0,20234.0,21369.0,10381.0,20789.0,15250.0,13497.0,22340.0,16696.0,11527.0,18145.0,18670.0,11203.0,31687.0,16955.0,14238.0,6838.0,14492.0,19935.0,17935.0,22518.0,28550.0,25569.0,11080.0,7177.0,9540.0,8519.0,13691.0,25848.0,30936.0,3920.0,23489.0,11048.0,10463.0,10555.0,13188.0,26337.0,7415.0,8611.0,11230.0,17351.0,11663.0,19793.0,22702.0,18349.0,24938.0,25483.0,7297.0,16511.0,16235.0,14544.0,13325.0,21258.0,26338.0,20430.0,15867.0,16233.0,16546.0,9472.0,7773.0,7089.0,22408.0,18622.0,22844.0,27732.0,15203.0,13395.0,18470.0,5116.0
Hsa-Let-7-P2c3_5p chr3 segs:1-30 cds:-:52268330-52268359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P1_3p chr20 segs:1-30 cds:+:62554349-62554378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P1_3p/P2_3p,33.0,12.0,31.0,9.0,71.0,33.0,0.0,3.0,15.0,6.0,75.0,25.0,9.0,9.0,23.0,71.0,150.0,27.0,20.0,14.0,72.0,25.0,18.0,34.0,16.0,13.0,86.0,45.0,21.0,21.0,4.0,25.0,111.0,18.0,6.0,18.0,19.0,114.0,27.0,13.0,749.0,20.0,23.0,19.0,3.0,85.0,43.0,346.0,3.0,166.0,47.0,39.0,83.0,9.0,355.0,7.0,32.0,55.0,30.0,13.0,11.0,40.0,51.0,735.0,32.0,8.0,20.0,31.0,47.0,0.0,99.0,22.0,49.0,5.0,29.0,145.0,24.0,8.0,0.0,250.0,11.0,702.0,47.0,55.0,12.0,174.0,37.0
Hsa-Mir-1-P1_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P1_5p* chr20 segs:1-31 cds:+:62554310-62554340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_3p chr18 segs:1-30 cds:-:21829009-21829038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_5p* chr18 segs:1-30 cds:-:21829048-21829077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_3p chr6 segs:1-30 cds:+:52144399-52144428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_5p* chr6 segs:1-31 cds:+:52144361-52144391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v1_3p* chr17 segs:1-29 cds:-:48579858-48579886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v1_5p chr17 segs:1-30 cds:-:48579899-48579928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v2_3p* chr17 segs:1-29 cds:-:48579859-48579887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v2_5p chr17 segs:1-30 cds:-:48579898-48579927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a_3p*,338.0,106.0,353.0,55.0,212.0,134.0,0.0,186.0,125.0,19.0,158.0,209.0,28.0,19.0,117.0,119.0,210.0,56.0,57.0,122.0,87.0,42.0,102.0,187.0,143.0,180.0,201.0,177.0,173.0,232.0,36.0,214.0,101.0,385.0,199.0,49.0,109.0,74.0,162.0,278.0,296.0,160.0,53.0,28.0,113.0,195.0,125.0,242.0,19.0,329.0,83.0,44.0,92.0,263.0,189.0,40.0,178.0,47.0,96.0,259.0,158.0,315.0,268.0,118.0,545.0,59.0,192.0,258.0,80.0,189.0,279.0,139.0,186.0,179.0,110.0,70.0,41.0,275.0,71.0,135.0,378.0,154.0,130.0,273.0,145.0,93.0,60.0
Hsa-Mir-10-P1a_5p,530154.0,109138.0,449395.0,42430.0,292611.0,121750.0,14.0,250376.0,114195.0,33186.0,133306.0,237761.0,24416.0,45321.0,115012.0,117830.0,201588.0,81310.0,116251.0,103483.0,79880.0,38067.0,91153.0,144998.0,181836.0,169159.0,172416.0,143034.0,144525.0,139526.0,32720.0,203463.0,92010.0,291422.0,279926.0,73554.0,105926.0,55548.0,145632.0,274102.0,546291.0,261012.0,64303.0,64564.0,156913.0,165702.0,137267.0,314245.0,24540.0,686115.0,159047.0,87326.0,114417.0,268381.0,241901.0,79419.0,123844.0,53298.0,100649.0,276706.0,131613.0,384370.0,342797.0,186505.0,541904.0,77958.0,183177.0,347355.0,80385.0,195030.0,224849.0,142266.0,148748.0,139990.0,109024.0,119112.0,61809.0,450063.0,86392.0,97508.0,240679.0,207839.0,102172.0,297417.0,178981.0,127834.0,49608.0
Hsa-Mir-10-P1b-v1_3p* chr2 segs:1-29 cds:+:176150368-176150396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v1_5p chr2 segs:1-30 cds:+:176150327-176150356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_3p* chr2 segs:1-29 cds:+:176150367-176150395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_5p chr2 segs:1-30 cds:+:176150328-176150357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
