miRNA,M1,M10,M11_2,M12_1,M12_2,M13,M13_2,M14_1,M14_2,M16,M18,M19,M2,M20,M21,M22,M23,M24,M25,M26,M27,M28,M29,M30,M31,M32,M34,M35_1,M35_2,M38,M39_1,M39_2,M4,M40,M5,M6
Hsa-Mir-10-P2b_5p chr19 segs:1-30 cds:+:51692616-51692645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_3p*,9.0,17.0,69.0,113.0,130.0,120.0,39.0,117.0,76.0,126.0,18.0,58.0,3.0,14.0,16.0,11.0,10.0,30.0,27.0,101.0,16.0,16.0,10.0,3.0,45.0,0.0,34.0,22.0,22.0,13.0,24.0,69.0,26.0,6.0,17.0,16.0
Hsa-Mir-10-P2c_3p* chr21 segs:1-31 cds:+:16539136-16539166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_5p,60.0,646.0,1358.0,890.0,1781.0,2042.0,642.0,1148.0,3657.0,1585.0,227.0,700.0,246.0,81.0,190.0,159.0,65.0,260.0,348.0,934.0,157.0,332.0,1237.0,137.0,1253.0,44.0,535.0,218.0,426.0,676.0,287.0,2006.0,369.0,97.0,177.0,74.0
Hsa-Mir-10-P2c_5p chr21 segs:1-30 cds:+:16539099-16539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_3p*,29.0,69.0,553.0,184.0,206.0,520.0,325.0,305.0,295.0,112.0,39.0,114.0,14.0,34.0,60.0,48.0,24.0,136.0,127.0,156.0,222.0,95.0,150.0,28.0,124.0,22.0,102.0,235.0,219.0,53.0,683.0,316.0,32.0,48.0,92.0,78.0
Hsa-Mir-10-P3a_3p* chr11 segs:1-30 cds:-:122099763-122099792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_5p,126.0,395.0,1054.0,1154.0,1384.0,1538.0,937.0,1318.0,1893.0,954.0,217.0,750.0,218.0,71.0,177.0,114.0,32.0,636.0,637.0,538.0,814.0,217.0,858.0,136.0,797.0,35.0,658.0,504.0,691.0,239.0,1495.0,1482.0,235.0,175.0,255.0,190.0
Hsa-Mir-10-P3a_5p chr11 segs:1-30 cds:-:122099803-122099832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_3p*,6.0,29.0,122.0,124.0,34.0,68.0,33.0,43.0,36.0,17.0,11.0,37.0,4.0,0.0,9.0,41.0,38.0,29.0,20.0,95.0,37.0,77.0,19.0,48.0,40.0,6.0,24.0,32.0,84.0,11.0,188.0,148.0,9.0,16.0,16.0,130.0
Hsa-Mir-10-P3b_3p* chr19 segs:1-30 cds:+:51693304-51693333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_5p,1298.0,4396.0,13604.0,23440.0,15774.0,17721.0,9607.0,6866.0,11229.0,6147.0,2223.0,7958.0,3177.0,668.0,2609.0,5467.0,3311.0,6072.0,4500.0,10342.0,9631.0,10238.0,12944.0,9048.0,11603.0,1043.0,7788.0,4834.0,14550.0,3612.0,26144.0,35935.0,2266.0,3780.0,3360.0,16652.0
Hsa-Mir-10-P3b_5p chr19 segs:1-32 cds:+:51693266-51693297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_3p*,27.0,303.0,1027.0,429.0,631.0,785.0,253.0,683.0,1157.0,643.0,99.0,630.0,67.0,38.0,86.0,101.0,41.0,89.0,81.0,434.0,65.0,124.0,200.0,69.0,333.0,14.0,238.0,121.0,199.0,269.0,294.0,583.0,121.0,56.0,139.0,57.0
Hsa-Mir-10-P3c_3p* chr21 segs:1-30 cds:+:16590290-16590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_5p,450.0,1309.0,3177.0,3686.0,4019.0,4535.0,2579.0,3719.0,3565.0,2378.0,481.0,1927.0,492.0,274.0,461.0,364.0,132.0,1748.0,1139.0,1407.0,1455.0,673.0,1920.0,326.0,2428.0,59.0,1737.0,1293.0,1931.0,489.0,4384.0,3898.0,452.0,529.0,748.0,565.0
Hsa-Mir-10-P3c_5p chr21 segs:1-30 cds:+:16590251-16590280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_3p chr1 segs:1-30 cds:-:65058436-65058465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_5p* chr1 segs:1-30 cds:-:65058471-65058500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_3p chr1 segs:1-30 cds:-:65058435-65058464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_5p* chr1 segs:1-30 cds:-:65058472-65058501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1_3p/P2_3p,13103.0,32833.0,20149.0,53047.0,51568.0,61261.0,36166.0,36640.0,8328.0,15586.0,13192.0,44218.0,7273.0,11581.0,23633.0,10750.0,18149.0,30864.0,10430.0,80872.0,28830.0,10240.0,5179.0,16422.0,20084.0,8804.0,32268.0,25350.0,25630.0,3012.0,28610.0,20222.0,14656.0,12821.0,17911.0,30534.0
Hsa-Mir-101-P1_5p*,68.0,61.0,36.0,175.0,92.0,147.0,147.0,80.0,17.0,35.0,14.0,51.0,15.0,17.0,74.0,42.0,76.0,145.0,26.0,63.0,85.0,20.0,25.0,39.0,35.0,17.0,58.0,55.0,73.0,8.0,28.0,55.0,27.0,26.0,43.0,115.0
Hsa-Mir-101-P2-v1_3p chr9 segs:1-30 cds:+:4850342-4850371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v1_5p* chr9 segs:1-31 cds:+:4850307-4850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_3p chr9 segs:1-30 cds:+:4850343-4850372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_5p* chr9 segs:1-31 cds:+:4850306-4850336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p chr5 segs:1-31 cds:-:168560898-168560928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p/P2_3p/P3_3p,17892.0,13660.0,17731.0,36058.0,20407.0,25842.0,24947.0,29885.0,13206.0,6959.0,15487.0,28355.0,6828.0,13396.0,28429.0,10312.0,12621.0,47100.0,12690.0,40911.0,20127.0,13118.0,6721.0,41572.0,19232.0,8654.0,25653.0,29860.0,14228.0,2092.0,36025.0,47100.0,11145.0,16344.0,11379.0,34089.0
Hsa-Mir-103-P1_5p* chr5 segs:1-31 cds:-:168560935-168560965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_5p*/P2_5p*,6.0,4.0,3.0,12.0,11.0,7.0,15.0,7.0,10.0,8.0,6.0,3.0,0.0,5.0,7.0,0.0,5.0,13.0,3.0,0.0,0.0,5.0,18.0,7.0,0.0,0.0,0.0,18.0,0.0,0.0,9.0,13.0,13.0,0.0,0.0,14.0
Hsa-Mir-103-P2_3p chr20 segs:1-31 cds:+:3917539-3917569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P2_5p* chr20 segs:1-32 cds:+:3917502-3917533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_3p chr10 segs:1-31 cds:-:89592750-89592780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_5p*,4.0,0.0,0.0,4.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,17.0,0.0,7.0,15.0,3.0,0.0,0.0,4.0,7.0,6.0,3.0,0.0,7.0,3.0,4.0,0.0,5.0,26.0,0.0,4.0,0.0,6.0
Hsa-Mir-103-P3_5p* chr10 segs:1-31 cds:-:89592787-89592817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p* chrX segs:1-31 cds:-:152392223-152392253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p*/P2_3p*,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,10.0,5.0,73.0,33.0,0.0,0.0,0.0,24.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p chrX segs:1-32 cds:-:152392258-152392289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p/P2_5p,0.0,0.0,121.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,0.0,0.0,0.0,40.0,17.0,0.0,21.0,4.0,0.0,156.0,49.0,256.0,155.0,0.0,0.0,0.0,77.0,43.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
Hsa-Mir-105-P2_3p* chrX segs:1-31 cds:-:152394416-152394446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P2_5p chrX segs:1-32 cds:-:152394451-152394482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_3p,31.0,78.0,258.0,116.0,77.0,147.0,145.0,95.0,56.0,36.0,82.0,60.0,15.0,40.0,74.0,27.0,139.0,346.0,80.0,120.0,136.0,58.0,94.0,70.0,49.0,21.0,76.0,172.0,58.0,11.0,473.0,726.0,80.0,74.0,64.0,198.0
Hsa-Mir-1180_3p chr17 segs:1-30 cds:-:19344507-19344536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p*,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p* chr17 segs:1-29 cds:-:19344542-19344570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p* chr18 segs:1-30 cds:-:58451080-58451109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p chr18 segs:1-30 cds:-:58451116-58451145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*,0.0,0.0,100.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,40.0,0.0,7.0,79.0,0.0,0.0,0.0,4.0,0.0,159.0,7.0,50.0,89.0,0.0,61.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,6.0,25.0
Hsa-Mir-122_3p* chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPA chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPC chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_5p,25.0,11.0,30305.0,2928.0,0.0,19.0,65.0,0.0,11.0,79.0,12053.0,347.0,9209.0,208.0,257.0,7434.0,58.0,18.0,15.0,176.0,6.0,23837.0,8118.0,4679.0,20421.0,0.0,15162.0,0.0,4.0,0.0,60.0,79.0,716.0,401.0,1488.0,6083.0
Hsa-Mir-122_5p chr18 segs:1-30 cds:+:58451086-58451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_3p chr8 segs:1-30 cds:-:9903393-9903422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_5p* chr8 segs:1-30 cds:-:9903432-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_3p chr8 segs:1-30 cds:-:9903394-9903423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_5p* chr8 segs:1-31 cds:-:9903431-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1_3p/P2_3p/P3_3p,0.0,0.0,3.0,2.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1_5p*/P2_5p*/P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_3p chr8 segs:1-30 cds:+:64379208-64379237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_5p* chr8 segs:1-30 cds:+:64379171-64379200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_3p chr8 segs:1-30 cds:+:64379207-64379236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_5p* chr8 segs:1-31 cds:+:64379171-64379201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_3p chr20 segs:1-30 cds:+:63178550-63178579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_5p* chr20 segs:1-30 cds:+:63178512-63178541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_3p chr20 segs:1-30 cds:+:63178549-63178578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_5p* chr20 segs:1-31 cds:+:63178512-63178542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_3p*,40.0,449.0,32.0,23.0,63.0,32.0,18.0,59.0,35.0,14.0,34.0,63.0,8.0,192.0,226.0,19.0,30.0,17.0,10.0,16.0,24.0,48.0,114.0,41.0,46.0,98.0,142.0,46.0,100.0,4.0,39.0,9.0,65.0,5.0,632.0,203.0
Hsa-Mir-1247_3p* chr14 segs:1-29 cds:-:101560320-101560348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_5p,167.0,2794.0,47.0,136.0,219.0,81.0,113.0,523.0,334.0,37.0,135.0,524.0,68.0,749.0,837.0,97.0,141.0,157.0,27.0,58.0,236.0,72.0,407.0,947.0,109.0,269.0,1790.0,207.0,137.0,6.0,71.0,21.0,416.0,8.0,1479.0,2366.0
Hsa-Mir-1247_5p chr14 segs:1-30 cds:-:101560356-101560385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1249_3p,0.0,4.0,31.0,25.0,22.0,19.0,53.0,27.0,3.0,6.0,4.0,6.0,5.0,0.0,6.0,10.0,7.0,16.0,8.0,11.0,8.0,0.0,6.0,2.0,21.0,4.0,18.0,29.0,14.0,0.0,15.0,17.0,8.0,11.0,8.0,36.0
Hsa-Mir-1249_3p chr22 segs:1-30 cds:-:45200952-45200981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
