miRNA,COMET-0122M2_S39_R1_001,COMET-0128M1_S30_R1_001,COMET-0138M1_S31_R1_001,COMET-0145M1_S32_R1_001,COMET-0182M1_S33_R1_001,COMET-0186M1_S34_R1_001,COMET-0190M1_S35_R1_001,COMET-0227M1_S36_R1_001,COMET-0242M1_S37_R1_001,COMET-0243M1_S40_R1_001,COMET-0252M1_S38_R1_001,Lme-0003M1-1_S13_R1_001,Lme-0009M1-1_S14_R1_001,Lme-0012M1-1_S17_R1_001,Lme-0013M1-1_S18_R1_001,Lme-0017M1-1_S15_R1_001,Lme-0026M1-1_S16_R1_001,Lme-0027M1-1_S1_R1_001,Lme-0033M1-2_S2_R1_001,Lme-0035M1-2_S3_R1_001,Lme-0042M1-2_S4_R1_001,Lme-0043M1-2_S5_R1_001,Lme-0047M1-2_S6_R1_001,Lme-0052M1-1_S7_R1_001,Lme-0063M1-2_S8_R1_001,Lme-0066M1-1_S9_R1_001,Lme-0072M1-2_S10_R1_001,Lme-0078M1-2_S11_R1_001,Lme-0081M1-1_S12_R1_001,PC-0031M1-1_S22_R1_001,PC-0048M1-1_S19_R1_001,PC-0083M1-1_S26_R1_001,PC-0108M1-1_S23_R1_001,PC-0160M1-1_S24_R1_001,PC-0161M1-1_S21_R1_001,PC-0284M1-1_S25_R1_001,PC-0301M1-3_S27_R1_001,PC-0714M1-1_S28_R1_001,PCB-0049M1-1_S20_R1_001,PCB-0234M1-1_S29_R1_001
Hsa-Mir-10-P1b-v1_5p chr2 segs:1-30 cds:+:176150327-176150356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_3p* chr2 segs:1-29 cds:+:176150367-176150395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_5p chr2 segs:1-30 cds:+:176150328-176150357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b_3p*,0.0,3.0,0.0,26.0,6.0,91.0,3.0,7.0,0.0,4.0,21.0,3.0,27.0,13.0,35.0,45.0,130.0,225.0,15.0,54.0,8.0,4.0,24.0,1710.0,83.0,0.0,15.0,4.0,103.0,25.0,9.0,71.0,7.0,72.0,17.0,13.0,10.0,7.0,48.0,40.0
Hsa-Mir-10-P1b_5p,11123.0,15923.0,5410.0,117865.0,25335.0,512698.0,14890.0,47071.0,4161.0,23394.0,43182.0,18341.0,178960.0,60773.0,225987.0,124234.0,474722.0,848845.0,77289.0,335327.0,45942.0,21629.0,127790.0,41766.0,384316.0,17605.0,68032.0,21067.0,539934.0,171087.0,31519.0,338161.0,46343.0,209373.0,166769.0,80681.0,42956.0,70117.0,291876.0,185417.0
Hsa-Mir-10-P2a_3p*,22.0,94.0,9.0,119.0,33.0,22.0,40.0,19.0,18.0,26.0,64.0,22.0,16.0,20.0,108.0,16.0,56.0,34.0,263.0,158.0,64.0,71.0,193.0,77.0,26.0,7.0,161.0,49.0,75.0,24.0,3.0,153.0,66.0,55.0,50.0,70.0,8.0,12.0,5.0,7.0
Hsa-Mir-10-P2a_3p* chr11 segs:1-30 cds:-:122152234-122152263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2a_5p,2991.0,8454.0,1958.0,18991.0,9139.0,7633.0,6131.0,4994.0,4188.0,4621.0,20920.0,7904.0,4200.0,10609.0,17362.0,3945.0,13355.0,5386.0,35059.0,26163.0,11463.0,13451.0,25996.0,16381.0,7803.0,1952.0,19788.0,18470.0,14356.0,2465.0,180.0,14075.0,10582.0,8753.0,5312.0,7397.0,1910.0,881.0,1116.0,1575.0
Hsa-Mir-10-P2a_5p chr11 segs:1-30 cds:-:122152269-122152298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2b_3p*,37.0,139.0,34.0,107.0,66.0,126.0,52.0,48.0,260.0,39.0,55.0,83.0,57.0,125.0,102.0,65.0,224.0,28.0,132.0,214.0,51.0,131.0,102.0,535.0,71.0,51.0,141.0,258.0,97.0,38.0,22.0,325.0,100.0,135.0,56.0,144.0,33.0,0.0,89.0,67.0
Hsa-Mir-10-P2b_3p* chr19 segs:1-30 cds:+:51692654-51692683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2b_5p,3011.0,8367.0,1802.0,9751.0,7930.0,13700.0,7137.0,3509.0,23271.0,5158.0,8430.0,12111.0,3851.0,17566.0,14454.0,6812.0,27536.0,4727.0,16417.0,23443.0,12069.0,12591.0,11830.0,12501.0,10469.0,5301.0,19356.0,41283.0,12483.0,3253.0,683.0,16704.0,7038.0,12426.0,2828.0,7926.0,2788.0,1241.0,3400.0,4173.0
Hsa-Mir-10-P2b_5p chr19 segs:1-30 cds:+:51692616-51692645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_3p*,9.0,25.0,28.0,190.0,20.0,73.0,29.0,30.0,27.0,57.0,149.0,33.0,25.0,59.0,89.0,24.0,22.0,31.0,81.0,170.0,84.0,29.0,43.0,267.0,46.0,7.0,70.0,95.0,73.0,22.0,7.0,663.0,54.0,54.0,83.0,84.0,24.0,65.0,132.0,105.0
Hsa-Mir-10-P2c_3p* chr21 segs:1-31 cds:+:16539136-16539166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_5p,231.0,463.0,441.0,3957.0,772.0,1352.0,535.0,514.0,643.0,1516.0,3372.0,984.0,244.0,1727.0,2166.0,803.0,982.0,755.0,2402.0,4383.0,1820.0,765.0,1446.0,3505.0,1393.0,277.0,2888.0,3125.0,2201.0,703.0,61.0,11472.0,910.0,1504.0,1947.0,1450.0,444.0,1051.0,1843.0,1654.0
Hsa-Mir-10-P2c_5p chr21 segs:1-30 cds:+:16539099-16539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_3p*,53.0,189.0,50.0,324.0,156.0,98.0,99.0,87.0,57.0,84.0,354.0,238.0,42.0,252.0,234.0,140.0,563.0,187.0,1107.0,784.0,260.0,305.0,698.0,406.0,185.0,41.0,517.0,184.0,406.0,225.0,11.0,563.0,231.0,365.0,143.0,422.0,40.0,80.0,106.0,156.0
Hsa-Mir-10-P3a_3p* chr11 segs:1-30 cds:-:122099763-122099792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_5p,383.0,699.0,369.0,2488.0,695.0,1187.0,565.0,471.0,509.0,851.0,2373.0,1327.0,353.0,1716.0,1089.0,474.0,1605.0,642.0,4607.0,2277.0,923.0,999.0,1708.0,1673.0,1153.0,320.0,1526.0,1623.0,1486.0,464.0,21.0,2726.0,1024.0,1587.0,546.0,886.0,525.0,184.0,596.0,610.0
Hsa-Mir-10-P3a_5p chr11 segs:1-30 cds:-:122099803-122099832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_3p*,13.0,44.0,12.0,68.0,32.0,78.0,33.0,14.0,110.0,16.0,27.0,34.0,11.0,38.0,32.0,22.0,77.0,8.0,36.0,66.0,37.0,33.0,35.0,53.0,26.0,35.0,60.0,90.0,39.0,8.0,10.0,58.0,29.0,39.0,13.0,40.0,9.0,10.0,17.0,31.0
Hsa-Mir-10-P3b_3p* chr19 segs:1-30 cds:+:51693304-51693333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_5p,4122.0,10204.0,4644.0,18598.0,7472.0,22246.0,9030.0,4364.0,21763.0,8482.0,13413.0,18014.0,3013.0,18916.0,11875.0,7612.0,20129.0,7376.0,20258.0,22096.0,12000.0,10659.0,13889.0,14649.0,14099.0,13526.0,17986.0,42244.0,13484.0,3725.0,836.0,17985.0,11079.0,15417.0,3425.0,9877.0,6389.0,1599.0,6135.0,7358.0
Hsa-Mir-10-P3b_5p chr19 segs:1-32 cds:+:51693266-51693297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_3p*,121.0,105.0,191.0,904.0,133.0,260.0,99.0,95.0,140.0,358.0,768.0,238.0,28.0,366.0,323.0,254.0,245.0,173.0,450.0,749.0,338.0,132.0,257.0,1018.0,246.0,91.0,586.0,703.0,485.0,147.0,18.0,3058.0,290.0,296.0,460.0,418.0,144.0,367.0,711.0,645.0
Hsa-Mir-10-P3c_3p* chr21 segs:1-30 cds:+:16590290-16590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_5p,1003.0,2436.0,975.0,6093.0,1649.0,2980.0,1131.0,1304.0,1357.0,2225.0,5493.0,3798.0,806.0,3856.0,2197.0,1641.0,4317.0,1939.0,12083.0,6509.0,2497.0,2579.0,4804.0,4131.0,3070.0,901.0,4224.0,3584.0,3930.0,1211.0,71.0,7022.0,3612.0,3441.0,1208.0,2636.0,1166.0,661.0,1761.0,2085.0
Hsa-Mir-10-P3c_5p chr21 segs:1-30 cds:+:16590251-16590280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_3p chr1 segs:1-30 cds:-:65058436-65058465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_5p* chr1 segs:1-30 cds:-:65058471-65058500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_3p chr1 segs:1-30 cds:-:65058435-65058464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_5p* chr1 segs:1-30 cds:-:65058472-65058501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1_3p/P2_3p,18872.0,17942.0,12995.0,52436.0,27624.0,45947.0,31559.0,15195.0,30187.0,23396.0,17335.0,8874.0,20680.0,4933.0,37642.0,6364.0,7409.0,19700.0,35361.0,46702.0,32543.0,39934.0,29188.0,52392.0,37805.0,12397.0,47853.0,76026.0,33519.0,11613.0,13315.0,56062.0,16840.0,39180.0,26165.0,18936.0,22910.0,16621.0,12047.0,10521.0
Hsa-Mir-101-P1_5p*,57.0,62.0,21.0,151.0,93.0,161.0,115.0,47.0,77.0,49.0,91.0,31.0,47.0,21.0,101.0,18.0,18.0,65.0,131.0,187.0,120.0,185.0,138.0,134.0,152.0,61.0,87.0,182.0,114.0,37.0,31.0,138.0,36.0,121.0,55.0,38.0,77.0,80.0,49.0,24.0
Hsa-Mir-101-P2-v1_3p chr9 segs:1-30 cds:+:4850342-4850371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v1_5p* chr9 segs:1-31 cds:+:4850307-4850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_3p chr9 segs:1-30 cds:+:4850343-4850372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_5p* chr9 segs:1-31 cds:+:4850306-4850336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p chr5 segs:1-31 cds:-:168560898-168560928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p/P2_3p/P3_3p,13467.0,14936.0,6093.0,18985.0,24227.0,34936.0,15848.0,16598.0,23860.0,11362.0,19508.0,15634.0,8446.0,10531.0,9729.0,12153.0,9715.0,13465.0,21485.0,37435.0,13038.0,49755.0,17118.0,40096.0,36823.0,10829.0,22094.0,51385.0,26685.0,10260.0,7886.0,21724.0,13197.0,23888.0,12608.0,15768.0,12827.0,4356.0,9499.0,9268.0
Hsa-Mir-103-P1_5p* chr5 segs:1-31 cds:-:168560935-168560965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_5p*/P2_5p*,5.0,11.0,5.0,9.0,15.0,25.0,10.0,13.0,9.0,8.0,9.0,5.0,27.0,6.0,16.0,26.0,31.0,12.0,13.0,35.0,14.0,50.0,13.0,12.0,18.0,0.0,21.0,16.0,9.0,4.0,4.0,10.0,5.0,10.0,6.0,5.0,5.0,0.0,4.0,5.0
Hsa-Mir-103-P2_3p chr20 segs:1-31 cds:+:3917539-3917569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P2_5p* chr20 segs:1-32 cds:+:3917502-3917533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_3p chr10 segs:1-31 cds:-:89592750-89592780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_5p*,3.0,6.0,0.0,8.0,9.0,11.0,8.0,7.0,10.0,5.0,7.0,3.0,6.0,0.0,5.0,7.0,13.0,10.0,9.0,18.0,16.0,15.0,2.0,8.0,26.0,4.0,4.0,9.0,15.0,0.0,7.0,5.0,6.0,4.0,4.0,2.0,4.0,0.0,4.0,5.0
Hsa-Mir-103-P3_5p* chr10 segs:1-31 cds:-:89592787-89592817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p* chrX segs:1-31 cds:-:152392223-152392253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p*/P2_3p*,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p chrX segs:1-32 cds:-:152392258-152392289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p/P2_5p,0.0,128.0,0.0,0.0,0.0,9.0,3.0,0.0,10.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,26.0,0.0,0.0,0.0,6.0,139.0,21.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,44.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P2_3p* chrX segs:1-31 cds:-:152394416-152394446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P2_5p chrX segs:1-32 cds:-:152394451-152394482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_3p,43.0,37.0,20.0,55.0,35.0,26.0,11.0,40.0,90.0,12.0,28.0,16.0,47.0,62.0,21.0,75.0,66.0,59.0,44.0,21.0,29.0,37.0,19.0,173.0,73.0,12.0,26.0,22.0,47.0,34.0,21.0,32.0,33.0,63.0,50.0,93.0,28.0,125.0,53.0,42.0
Hsa-Mir-1180_3p chr17 segs:1-30 cds:-:19344507-19344536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p* chr17 segs:1-29 cds:-:19344542-19344570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p* chr18 segs:1-30 cds:-:58451080-58451109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p chr18 segs:1-30 cds:-:58451116-58451145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*,3.0,11.0,238.0,320.0,13.0,21.0,11.0,56.0,257.0,1107.0,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p* chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPA chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPC chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_5p,762.0,599.0,23714.0,13267.0,442.0,3634.0,630.0,2303.0,20336.0,50880.0,43883.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
