miRNA,P3,P30,P31,P32,P35,P36,P37,P38,P39,P4,P40,P5,P7,P8,P9,PN1,PN10,PN13,PN14,PN15_1,PN15_2,PN16,PN18,PN2,PN21,PN22,PN27,PN28,PN29,PN30,PN31,PN32,PN34,PN37,PN4,PN5,PN6
Hsa-Mir-10-P2b_5p,8862.0,58371.0,26480.0,16756.0,59595.0,100869.0,59016.0,10129.0,197730.0,4398.0,18840.0,1386.0,15045.0,3294.0,1971.0,11697.0,17370.0,4889.0,11758.0,13696.0,7896.0,5825.0,9718.0,12627.0,14836.0,3715.0,19323.0,8790.0,31932.0,13052.0,23973.0,6835.0,24221.0,16062.0,10007.0,5860.0,5451.0
Hsa-Mir-10-P2b_5p chr19 segs:1-30 cds:+:51692616-51692645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_3p*,87.0,48.0,15.0,50.0,44.0,8.0,38.0,53.0,13.0,41.0,0.0,7.0,155.0,0.0,36.0,44.0,63.0,15.0,10.0,77.0,7.0,21.0,50.0,36.0,43.0,10.0,63.0,12.0,5.0,9.0,3.0,8.0,0.0,7.0,105.0,10.0,13.0
Hsa-Mir-10-P2c_3p* chr21 segs:1-31 cds:+:16539136-16539166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_5p,1442.0,1726.0,825.0,932.0,845.0,1071.0,3910.0,810.0,1722.0,301.0,43.0,35.0,1410.0,53.0,290.0,984.0,1613.0,93.0,269.0,964.0,260.0,186.0,403.0,909.0,749.0,125.0,1198.0,264.0,682.0,156.0,181.0,98.0,384.0,108.0,2441.0,127.0,359.0
Hsa-Mir-10-P2c_5p chr21 segs:1-30 cds:+:16539099-16539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_3p*,238.0,215.0,152.0,253.0,266.0,275.0,822.0,141.0,138.0,133.0,18.0,18.0,277.0,29.0,47.0,113.0,188.0,63.0,59.0,137.0,99.0,47.0,99.0,178.0,200.0,35.0,153.0,40.0,64.0,40.0,29.0,32.0,28.0,61.0,160.0,38.0,80.0
Hsa-Mir-10-P3a_3p* chr11 segs:1-30 cds:-:122099763-122099792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_5p,1434.0,1632.0,1224.0,1115.0,997.0,1472.0,3644.0,909.0,1088.0,538.0,120.0,40.0,1957.0,80.0,207.0,1035.0,1192.0,132.0,346.0,1101.0,496.0,193.0,504.0,1506.0,770.0,150.0,2206.0,289.0,626.0,241.0,308.0,227.0,481.0,247.0,1534.0,121.0,565.0
Hsa-Mir-10-P3a_5p chr11 segs:1-30 cds:-:122099803-122099832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_3p*,21.0,78.0,19.0,42.0,82.0,76.0,49.0,73.0,112.0,9.0,12.0,12.0,101.0,6.0,30.0,55.0,54.0,25.0,26.0,28.0,40.0,7.0,21.0,48.0,46.0,15.0,52.0,45.0,16.0,36.0,14.0,40.0,14.0,52.0,46.0,26.0,30.0
Hsa-Mir-10-P3b_3p* chr19 segs:1-30 cds:+:51693304-51693333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_5p,10428.0,21336.0,12725.0,11547.0,14073.0,40196.0,30829.0,9950.0,36654.0,4595.0,5882.0,1570.0,25199.0,1723.0,2815.0,18727.0,24973.0,3174.0,5869.0,16546.0,12507.0,3543.0,5989.0,17406.0,10680.0,3471.0,22756.0,8057.0,14859.0,12113.0,8586.0,6633.0,12977.0,10823.0,17660.0,5198.0,10309.0
Hsa-Mir-10-P3b_5p chr19 segs:1-32 cds:+:51693266-51693297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_3p*,659.0,492.0,161.0,419.0,275.0,166.0,737.0,595.0,318.0,98.0,10.0,58.0,614.0,13.0,163.0,178.0,332.0,42.0,162.0,202.0,69.0,52.0,225.0,221.0,331.0,72.0,333.0,100.0,70.0,52.0,24.0,97.0,27.0,49.0,481.0,59.0,74.0
Hsa-Mir-10-P3c_3p* chr21 segs:1-30 cds:+:16590290-16590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_5p,3316.0,2830.0,2452.0,2357.0,2090.0,3069.0,7039.0,1998.0,1748.0,1647.0,232.0,123.0,4499.0,133.0,503.0,2776.0,3117.0,376.0,827.0,1986.0,1307.0,390.0,1022.0,4005.0,1611.0,388.0,3314.0,681.0,1021.0,460.0,459.0,497.0,800.0,571.0,4487.0,264.0,1583.0
Hsa-Mir-10-P3c_5p chr21 segs:1-30 cds:+:16590251-16590280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_3p chr1 segs:1-30 cds:-:65058436-65058465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_5p* chr1 segs:1-30 cds:-:65058471-65058500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_3p chr1 segs:1-30 cds:-:65058435-65058464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_5p* chr1 segs:1-30 cds:-:65058472-65058501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1_3p/P2_3p,35225.0,18780.0,7382.0,16912.0,24525.0,7312.0,12825.0,32926.0,6090.0,18169.0,7734.0,17718.0,64244.0,8589.0,22119.0,33590.0,36597.0,11185.0,20145.0,41648.0,19133.0,15800.0,42848.0,17826.0,24413.0,10764.0,37885.0,24597.0,6138.0,29531.0,6449.0,40394.0,8604.0,16871.0,41615.0,13242.0,20199.0
Hsa-Mir-101-P1_5p*,95.0,88.0,26.0,34.0,59.0,31.0,48.0,67.0,23.0,50.0,17.0,25.0,252.0,17.0,101.0,165.0,243.0,37.0,38.0,134.0,99.0,27.0,65.0,83.0,100.0,28.0,152.0,76.0,16.0,81.0,12.0,46.0,13.0,49.0,230.0,43.0,138.0
Hsa-Mir-101-P2-v1_3p chr9 segs:1-30 cds:+:4850342-4850371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v1_5p* chr9 segs:1-31 cds:+:4850307-4850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_3p chr9 segs:1-30 cds:+:4850343-4850372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_5p* chr9 segs:1-31 cds:+:4850306-4850336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2_5p*,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p chr5 segs:1-31 cds:-:168560898-168560928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p/P2_3p/P3_3p,12961.0,20680.0,4829.0,12086.0,16459.0,9203.0,10598.0,15883.0,15062.0,9201.0,7514.0,12904.0,20498.0,12929.0,22344.0,17895.0,17440.0,9127.0,9793.0,20619.0,20714.0,8303.0,12401.0,7131.0,9573.0,6674.0,13429.0,13950.0,3021.0,15999.0,5126.0,23182.0,4598.0,16080.0,15029.0,10130.0,9033.0
Hsa-Mir-103-P1_5p* chr5 segs:1-31 cds:-:168560935-168560965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_5p*/P2_5p*,10.0,6.0,4.0,0.0,19.0,0.0,6.0,0.0,10.0,11.0,9.0,0.0,10.0,5.0,8.0,11.0,4.0,6.0,0.0,22.0,3.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0,0.0,6.0
Hsa-Mir-103-P2_3p chr20 segs:1-31 cds:+:3917539-3917569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P2_5p* chr20 segs:1-32 cds:+:3917502-3917533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_3p chr10 segs:1-31 cds:-:89592750-89592780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_5p*,0.0,4.0,0.0,0.0,0.0,4.0,3.0,0.0,5.0,8.0,7.0,0.0,0.0,4.0,0.0,5.0,8.0,0.0,0.0,6.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,7.0,3.0,0.0,2.0,3.0,0.0,0.0
Hsa-Mir-103-P3_5p* chr10 segs:1-31 cds:-:89592787-89592817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p* chrX segs:1-31 cds:-:152392223-152392253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p*/P2_3p*,0.0,45.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p chrX segs:1-32 cds:-:152392258-152392289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p/P2_5p,0.0,203.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0,4.0,0.0
Hsa-Mir-105-P2_3p* chrX segs:1-31 cds:-:152394416-152394446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P2_5p chrX segs:1-32 cds:-:152394451-152394482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_3p,36.0,113.0,49.0,38.0,96.0,84.0,134.0,121.0,382.0,115.0,44.0,64.0,157.0,158.0,66.0,86.0,109.0,43.0,57.0,83.0,104.0,26.0,46.0,54.0,67.0,41.0,112.0,59.0,34.0,58.0,27.0,139.0,13.0,86.0,82.0,53.0,48.0
Hsa-Mir-1180_3p chr17 segs:1-30 cds:-:19344507-19344536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p* chr17 segs:1-29 cds:-:19344542-19344570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p* chr18 segs:1-30 cds:-:58451080-58451109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p chr18 segs:1-30 cds:-:58451116-58451145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
Hsa-Mir-122_3p* chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPA chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPC chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_5p,66.0,24.0,3.0,7.0,0.0,2.0,4.0,5.0,4.0,9.0,0.0,45.0,11.0,20.0,0.0,34.0,73.0,61.0,156.0,50.0,44.0,56.0,97.0,148.0,124.0,85.0,25.0,53.0,12.0,0.0,0.0,6.0,6.0,5.0,262.0,77.0,238.0
Hsa-Mir-122_5p chr18 segs:1-30 cds:+:58451086-58451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_3p chr8 segs:1-30 cds:-:9903393-9903422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_5p* chr8 segs:1-30 cds:-:9903432-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_3p chr8 segs:1-30 cds:-:9903394-9903423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_5p* chr8 segs:1-31 cds:-:9903431-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1_3p/P2_3p/P3_3p,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,6.0,2.0,35.0,7.0,0.0,5.0,0.0,12.0,0.0,7.0,0.0,0.0,5.0,0.0,2.0,2.0,0.0,12.0,0.0,8.0
Hsa-Mir-124-P1_5p*/P2_5p*/P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_3p chr8 segs:1-30 cds:+:64379208-64379237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_5p* chr8 segs:1-30 cds:+:64379171-64379200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_3p chr8 segs:1-30 cds:+:64379207-64379236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_5p* chr8 segs:1-31 cds:+:64379171-64379201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_3p chr20 segs:1-30 cds:+:63178550-63178579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_5p* chr20 segs:1-30 cds:+:63178512-63178541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_3p chr20 segs:1-30 cds:+:63178549-63178578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_5p* chr20 segs:1-31 cds:+:63178512-63178542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_3p*,15.0,58.0,31.0,60.0,154.0,139.0,20.0,61.0,4.0,76.0,9.0,428.0,202.0,127.0,42.0,29.0,20.0,20.0,57.0,33.0,15.0,8.0,9.0,10.0,14.0,9.0,24.0,68.0,37.0,92.0,111.0,281.0,15.0,43.0,24.0,14.0,55.0
Hsa-Mir-1247_3p* chr14 segs:1-29 cds:-:101560320-101560348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_5p,125.0,1090.0,74.0,226.0,197.0,1062.0,72.0,239.0,18.0,182.0,121.0,1273.0,1286.0,692.0,235.0,77.0,85.0,42.0,46.0,43.0,52.0,25.0,16.0,23.0,22.0,15.0,109.0,161.0,53.0,230.0,108.0,62.0,204.0,34.0,80.0,15.0,208.0
Hsa-Mir-1247_5p chr14 segs:1-30 cds:-:101560356-101560385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
