miRNA,M6_2,M7,M9,MN1,MN12_1,MN12_2,MN15,MN16,MN18,MN19,MN21,MN28,MN32,MN34,MN5,MN6,P1,P10,P12,P13,P14,P15_1,P15_2,P16,P18,P19,P20,P22,P23,P24,P25,P26,P27,P28,P29
Hsa-Mir-10-P2c_5p,962.0,374.0,401.0,5013.0,7152.0,3885.0,3570.0,6241.0,4506.0,5983.0,5479.0,4719.0,1375.0,3708.0,11700.0,2378.0,135.0,611.0,104.0,198.0,68.0,914.0,2770.0,768.0,63.0,175.0,325.0,455.0,1128.0,212.0,1389.0,522.0,1100.0,1607.0,363.0
Hsa-Mir-10-P2c_5p chr21 segs:1-30 cds:+:16539099-16539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_3p*,214.0,52.0,69.0,247.0,116.0,207.0,48.0,870.0,95.0,160.0,96.0,147.0,155.0,124.0,221.0,30.0,119.0,120.0,80.0,67.0,45.0,119.0,243.0,116.0,45.0,91.0,192.0,145.0,300.0,125.0,110.0,128.0,85.0,392.0,106.0
Hsa-Mir-10-P3a_3p* chr11 segs:1-30 cds:-:122099763-122099792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_5p,848.0,340.0,229.0,3124.0,3214.0,3385.0,1357.0,3688.0,2534.0,1917.0,1687.0,1773.0,1121.0,1954.0,5329.0,949.0,594.0,481.0,260.0,289.0,130.0,1560.0,2413.0,681.0,88.0,452.0,245.0,453.0,1285.0,503.0,2133.0,286.0,1726.0,1667.0,1195.0
Hsa-Mir-10-P3a_5p chr11 segs:1-30 cds:-:122099803-122099832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_3p*,78.0,22.0,14.0,114.0,17.0,39.0,20.0,57.0,12.0,42.0,15.0,23.0,58.0,25.0,69.0,7.0,40.0,83.0,18.0,14.0,20.0,40.0,25.0,14.0,16.0,42.0,20.0,28.0,34.0,15.0,42.0,79.0,48.0,51.0,46.0
Hsa-Mir-10-P3b_3p* chr19 segs:1-30 cds:+:51693304-51693333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_5p,15929.0,4648.0,2208.0,45860.0,9400.0,25910.0,6631.0,18254.0,6552.0,8064.0,7395.0,7204.0,20088.0,8677.0,28431.0,3582.0,8071.0,10854.0,3652.0,4465.0,2422.0,16031.0,10753.0,4736.0,2291.0,8313.0,3324.0,6571.0,14059.0,3318.0,17066.0,6162.0,19751.0,14946.0,20015.0
Hsa-Mir-10-P3b_5p chr19 segs:1-32 cds:+:51693266-51693297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_3p*,468.0,187.0,362.0,962.0,2100.0,900.0,719.0,2632.0,2240.0,3419.0,2255.0,2826.0,704.0,1650.0,3235.0,461.0,82.0,329.0,79.0,74.0,54.0,392.0,625.0,210.0,28.0,69.0,138.0,222.0,366.0,70.0,252.0,322.0,189.0,742.0,54.0
Hsa-Mir-10-P3c_3p* chr21 segs:1-30 cds:+:16590290-16590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_5p,2444.0,980.0,804.0,7447.0,2732.0,2525.0,3685.0,7890.0,5670.0,4545.0,3913.0,4929.0,2407.0,4208.0,10296.0,2435.0,1264.0,1116.0,885.0,796.0,428.0,3448.0,3314.0,1446.0,257.0,1048.0,803.0,1082.0,3884.0,1102.0,2029.0,619.0,1515.0,5414.0,1864.0
Hsa-Mir-10-P3c_5p chr21 segs:1-30 cds:+:16590251-16590280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_3p chr1 segs:1-30 cds:-:65058436-65058465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_5p* chr1 segs:1-30 cds:-:65058471-65058500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_3p chr1 segs:1-30 cds:-:65058435-65058464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_5p* chr1 segs:1-30 cds:-:65058472-65058501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1_3p/P2_3p,20574.0,15389.0,8224.0,80917.0,184571.0,116277.0,33444.0,87126.0,90175.0,85946.0,71377.0,83754.0,99707.0,67148.0,121394.0,31353.0,24246.0,26107.0,10794.0,17561.0,8909.0,11487.0,10379.0,19290.0,4683.0,36327.0,21522.0,20629.0,25754.0,27549.0,15351.0,40326.0,29442.0,19440.0,14756.0
Hsa-Mir-101-P1_5p*,85.0,48.0,29.0,403.0,154.0,158.0,118.0,186.0,118.0,125.0,100.0,131.0,153.0,74.0,160.0,113.0,68.0,72.0,39.0,81.0,17.0,18.0,25.0,31.0,21.0,64.0,44.0,47.0,103.0,75.0,43.0,57.0,132.0,68.0,59.0
Hsa-Mir-101-P2-v1_3p chr9 segs:1-30 cds:+:4850342-4850371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v1_5p* chr9 segs:1-31 cds:+:4850307-4850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_3p chr9 segs:1-30 cds:+:4850343-4850372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v2_5p* chr9 segs:1-31 cds:+:4850306-4850336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2_5p*,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,5.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p chr5 segs:1-31 cds:-:168560898-168560928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_3p/P2_3p/P3_3p,16755.0,17567.0,20717.0,20834.0,42323.0,23935.0,8982.0,12503.0,17221.0,22205.0,12793.0,18240.0,17057.0,11934.0,15212.0,7756.0,32274.0,21825.0,7331.0,8999.0,20894.0,14764.0,5220.0,8738.0,8099.0,25554.0,11340.0,11820.0,22855.0,37561.0,12983.0,30190.0,26735.0,10192.0,10408.0
Hsa-Mir-103-P1_5p* chr5 segs:1-31 cds:-:168560935-168560965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P1_5p*/P2_5p*,8.0,7.0,6.0,10.0,0.0,8.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,28.0,19.0,0.0,7.0,19.0,12.0,5.0,15.0,0.0,9.0,10.0,0.0,11.0,5.0,0.0,6.0,5.0,18.0,5.0
Hsa-Mir-103-P2_3p chr20 segs:1-31 cds:+:3917539-3917569,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P2_5p* chr20 segs:1-32 cds:+:3917502-3917533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_3p chr10 segs:1-31 cds:-:89592750-89592780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-103-P3_5p*,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,5.0,0.0,5.0,6.0,2.0,7.0,0.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,5.0,3.0,0.0,8.0,0.0,5.0
Hsa-Mir-103-P3_5p* chr10 segs:1-31 cds:-:89592787-89592817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p* chrX segs:1-31 cds:-:152392223-152392253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_3p*/P2_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,7.0,13.0
Hsa-Mir-105-P1_5p chrX segs:1-32 cds:-:152392258-152392289,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P1_5p/P2_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,5.0,0.0,33.0,0.0,0.0,4.0,0.0,11.0,53.0,117.0
Hsa-Mir-105-P2_3p* chrX segs:1-31 cds:-:152394416-152394446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-105-P2_5p chrX segs:1-32 cds:-:152394451-152394482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_3p,106.0,26.0,28.0,72.0,30.0,91.0,25.0,123.0,33.0,66.0,31.0,49.0,56.0,43.0,42.0,11.0,101.0,153.0,35.0,52.0,92.0,156.0,25.0,25.0,114.0,173.0,43.0,31.0,140.0,124.0,99.0,326.0,112.0,114.0,90.0
Hsa-Mir-1180_3p chr17 segs:1-30 cds:-:19344507-19344536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1180_5p* chr17 segs:1-29 cds:-:19344542-19344570,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_3p* chr18 segs:1-30 cds:-:58451080-58451109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p,0.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,89.0,101.0,56.0,104.0,0.0,11.0,15.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122-as_5p chr18 segs:1-30 cds:-:58451116-58451145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*,0.0,270.0,0.0,0.0,6714.0,0.0,3520.0,0.0,5422.0,4546.0,6742.0,6736.0,3.0,2255.0,7310.0,3236.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
Hsa-Mir-122_3p* chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPA chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_3p*.SNPC chr18 segs:1-30 cds:+:58451122-58451151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-122_5p,91.0,42042.0,80.0,51.0,275598.0,33.0,157337.0,62.0,774149.0,900744.0,604116.0,963447.0,89.0,772191.0,578716.0,313571.0,9.0,9.0,5.0,875.0,0.0,10.0,372.0,48.0,139.0,58.0,108.0,156.0,79.0,11.0,11.0,175.0,13.0,156.0,155.0
Hsa-Mir-122_5p chr18 segs:1-30 cds:+:58451086-58451115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_3p chr8 segs:1-30 cds:-:9903393-9903422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v1_5p* chr8 segs:1-30 cds:-:9903432-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_3p chr8 segs:1-30 cds:-:9903394-9903423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1-v2_5p* chr8 segs:1-31 cds:-:9903431-9903461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1_3p/P2_3p/P3_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P1_5p*/P2_5p*/P3_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_3p chr8 segs:1-30 cds:+:64379208-64379237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v1_5p* chr8 segs:1-30 cds:+:64379171-64379200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_3p chr8 segs:1-30 cds:+:64379207-64379236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P2-v2_5p* chr8 segs:1-31 cds:+:64379171-64379201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_3p chr20 segs:1-30 cds:+:63178550-63178579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v1_5p* chr20 segs:1-30 cds:+:63178512-63178541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_3p chr20 segs:1-30 cds:+:63178549-63178578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-124-P3-v2_5p* chr20 segs:1-31 cds:+:63178512-63178542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_3p*,323.0,24.0,11.0,5.0,29.0,29.0,7.0,84.0,8.0,5.0,8.0,16.0,26.0,41.0,49.0,5.0,63.0,561.0,6.0,26.0,180.0,19.0,38.0,7.0,7.0,247.0,133.0,39.0,125.0,82.0,0.0,71.0,302.0,118.0,43.0
Hsa-Mir-1247_3p* chr14 segs:1-29 cds:-:101560320-101560348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1247_5p,1777.0,567.0,25.0,45.0,124.0,33.0,65.0,111.0,61.0,12.0,209.0,101.0,47.0,153.0,240.0,51.0,299.0,2860.0,14.0,105.0,638.0,151.0,395.0,12.0,28.0,2169.0,145.0,181.0,1122.0,330.0,28.0,56.0,2623.0,235.0,241.0
Hsa-Mir-1247_5p chr14 segs:1-30 cds:-:101560356-101560385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1249_3p,37.0,14.0,4.0,12.0,14.0,8.0,22.0,10.0,12.0,13.0,9.0,24.0,10.0,6.0,16.0,7.0,40.0,20.0,7.0,13.0,28.0,17.0,9.0,5.0,9.0,13.0,10.0,16.0,19.0,2.0,6.0,13.0,12.0,22.0,14.0
Hsa-Mir-1249_3p chr22 segs:1-30 cds:-:45200952-45200981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1249_5p*,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1249_5p* chr22 segs:1-33 cds:-:45200986-45201018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1251_3p* chr12 segs:1-29 cds:+:97491949-97491977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1251_5p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
