miRNA,115N_RPI22_CGTACG_S50_L006_R1_001,115T_RPI33_CAGGCG_S49_L006_R1_001,138N3_RPI23_GAGTGG_S52_L006_R1_001,154N3_RPI24_GGTAGC_S54_L006_R1_001,189b_RPI36_CCAACA_S53_L006_R1_001,COMET-0003M1-1_RPI25_ACTGAT_S31_L006_R1_001,COMET-0003NLi1_RPI13_AGTCAA_S32_L006_R1_001,COMET-0011M1-1_RPI26_ATGAGC_S33_L006_R1_001,COMET-0011NLi_RPI14_AGTTCC_S34_L006_R1_001,COMET-0014M1-1_RPI27_ATTCCT_S35_L006_R1_001,COMET-0014NLi1_RPI15_ATGTCA_S36_L006_R1_001,COMET-0016M1-1_RPI28_CAAAAG_S37_L006_R1_001,COMET-0016NLi1_RPI16_CCGTCC_S38_L006_R1_001,COMET-0026M1-1_RPI29_CAACTA_S39_L006_R1_001,COMET-0026NLi1_RPI17_GTAGAG_S40_L006_R1_001,COMET-0027M3-1_RPI30_CACCGG_S41_L006_R1_001,COMET-0027NLi1_RPI18_GTCCGC_S42_L006_R1_001,COMET-0028M1-1_RPI31_CACGAT_S43_L006_R1_001,COMET-0028NLi1_RPI19_GTGAAA_S44_L006_R1_001,COMET-0035M1-1_RPI32_CACTCA_S45_L006_R1_001,COMET-0035NLi1_RPI20_GTGGCC_S46_L006_R1_001,COMET-0059M1-1_RPI34_CATGGC_S47_L006_R1_001,COMET-0059NLi1_RPI21_GTTTCG_S48_L006_R1_001,GCF0196-0001Me_RPI1__ATCACG__S1_R1_001,GCF0196-0002Me_RPI2__CGATGT__S4_R1_001,GCF0196-0004Me_RPI6__GCCAAT__S16_R1_001,GCF0196-000PC1_RPI18__GTCCGC__S6_R1_001,GCF0196-000PC4_RPI19__GTGAAA__S9_R1_001,GCF0196-001NLU_RPI8__ACTTGA__S22_R1_001,GCF0196-0020Me_RPI7__CAGATC__S19_R1_001,GCF0196-0029Me_RPI3__TTAGGC__S7_R1_001,GCF0196-002NLU_RPI9__GATCAG__S2_R1_001,GCF0196-004NLU_RPI13__AGTCAA__S14_R1_001,GCF0196-0056Me_RPI4__TGACCA__S10_R1_001,GCF0196-00PC83_RPI15__ATGTCA__S20_R1_001,GCF0196-020NLU_RPI14__AGTTCC__S17_R1_001,GCF0196-029NLU_RPI10__TAGCTT__S5_R1_001,GCF0196-056NLU_RPI11__GGCTAC__S8_R1_001,GCF0196-0701Me_RPI5__ACAGTG__S13_R1_001,GCF0196-0PC031_RPI20__GTGGCC__S12_R1_001,GCF0196-0PC084_RPI21__GTTTCG__S15_R1_001,GCF0196-0PC095_RPI22__CGTACG__S18_R1_001,GCF0196-0PC104_RPI16__CCGTCC__S23_R1_001,GCF0196-0PC137_RPI24__GGTAGC__S24_R1_001,GCF0196-0PC146_RPI17__GTAGAG__S3_R1_001,GCF0196-701NLU_RPI12__CTTGTA__S11_R1_001,GCF0196-PCB752_RPI23__GAGTGG__S21_R1_001,LARC-EX_138T_RPI35_CATTTT_S51_L006_R1_001
Hsa-Mir-1-P1_3p/P2_3p,21.0,13.0,64.0,557.0,62.0,21.0,0.0,13.0,3.0,4.0,0.0,8.0,0.0,7.0,0.0,17.0,0.0,23.0,0.0,4.0,2.0,12.0,0.0,12.0,3.0,17.0,21.0,7.0,9.0,39.0,21.0,11.0,98.0,24.0,22.0,165.0,86.0,68.0,104.0,66.0,9.0,11.0,8.0,3.0,27.0,216.0,6.0,17.0
Hsa-Mir-1-P1_5p*,0.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
Hsa-Mir-1-P1_5p* chr20 segs:1-31 cds:+:62554310-62554340,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_3p chr18 segs:1-30 cds:-:21829009-21829038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_5p*,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P2_5p* chr18 segs:1-30 cds:-:21829048-21829077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_3p,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Hsa-Mir-1-P3_3p chr6 segs:1-30 cds:+:52144399-52144428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-1-P3_5p* chr6 segs:1-31 cds:+:52144361-52144391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v1_3p* chr17 segs:1-29 cds:-:48579858-48579886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v1_5p chr17 segs:1-30 cds:-:48579899-48579928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v2_3p* chr17 segs:1-29 cds:-:48579859-48579887,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a-v2_5p chr17 segs:1-30 cds:-:48579898-48579927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1a_3p*,103.0,150.0,244.0,410.0,164.0,1373.0,43.0,93.0,38.0,525.0,19.0,13.0,18.0,499.0,7.0,296.0,23.0,216.0,42.0,486.0,23.0,262.0,17.0,41.0,496.0,139.0,469.0,616.0,15.0,677.0,696.0,74.0,377.0,511.0,1347.0,412.0,379.0,418.0,296.0,591.0,293.0,332.0,479.0,100.0,627.0,329.0,290.0,172.0
Hsa-Mir-10-P1a_5p,285064.0,212309.0,549998.0,734720.0,299762.0,1495662.0,67678.0,126411.0,104114.0,620623.0,18248.0,29538.0,30045.0,602354.0,20480.0,556364.0,28766.0,330811.0,51240.0,694134.0,60423.0,406227.0,30321.0,54502.0,758819.0,201769.0,565709.0,868789.0,47661.0,1083973.0,1258145.0,216566.0,773592.0,1232847.0,1789998.0,1149095.0,1059491.0,833515.0,644996.0,617573.0,329630.0,361506.0,525935.0,183958.0,677366.0,1092057.0,394229.0,284420.0
Hsa-Mir-10-P1b-v1_3p* chr2 segs:1-29 cds:+:176150368-176150396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v1_5p chr2 segs:1-30 cds:+:176150327-176150356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_3p* chr2 segs:1-29 cds:+:176150367-176150395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b-v2_5p chr2 segs:1-30 cds:+:176150328-176150357,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P1b_3p*,28.0,28.0,121.0,109.0,26.0,56.0,2.0,13.0,0.0,15.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,10.0,0.0,4.0,0.0,19.0,0.0,35.0,7.0,42.0,20.0,100.0,0.0,8.0,69.0,5.0,10.0,8.0,175.0,46.0,35.0,14.0,9.0,36.0,43.0,69.0,17.0,61.0,58.0,21.0,39.0,11.0
Hsa-Mir-10-P1b_5p,210586.0,63666.0,704259.0,474608.0,108534.0,201425.0,7159.0,44748.0,19233.0,30381.0,2569.0,1962.0,1544.0,79237.0,1481.0,10724.0,1682.0,56944.0,1642.0,35485.0,3615.0,80419.0,1522.0,174844.0,114447.0,405114.0,129847.0,772319.0,11988.0,97917.0,653792.0,28872.0,91504.0,142820.0,1071845.0,424454.0,326841.0,163421.0,108548.0,302091.0,265167.0,572796.0,118305.0,399589.0,406499.0,338184.0,263175.0,68738.0
Hsa-Mir-10-P2a_3p*,5.0,17.0,10.0,14.0,16.0,203.0,13.0,16.0,55.0,3.0,0.0,3.0,6.0,34.0,0.0,91.0,0.0,30.0,3.0,34.0,10.0,21.0,29.0,11.0,120.0,100.0,165.0,111.0,6.0,167.0,208.0,19.0,273.0,150.0,443.0,374.0,437.0,311.0,272.0,168.0,252.0,219.0,108.0,69.0,88.0,288.0,271.0,6.0
Hsa-Mir-10-P2a_3p* chr11 segs:1-30 cds:-:122152234-122152263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2a_5p,3106.0,1997.0,5259.0,10818.0,2513.0,21997.0,4731.0,2750.0,7068.0,2853.0,1604.0,1390.0,1919.0,5961.0,1280.0,17407.0,3194.0,8537.0,4353.0,6348.0,3070.0,3570.0,2431.0,2641.0,8860.0,7734.0,12124.0,11676.0,2791.0,16267.0,18339.0,13691.0,47813.0,11539.0,34609.0,70629.0,48831.0,41195.0,21527.0,11865.0,16590.0,15781.0,7907.0,2448.0,6803.0,65647.0,14431.0,2191.0
Hsa-Mir-10-P2a_5p chr11 segs:1-30 cds:-:122152269-122152298,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2b_3p*,64.0,112.0,77.0,135.0,115.0,714.0,20.0,39.0,28.0,52.0,0.0,56.0,0.0,106.0,0.0,271.0,19.0,82.0,0.0,74.0,14.0,93.0,13.0,787.0,139.0,111.0,263.0,848.0,73.0,343.0,203.0,178.0,626.0,618.0,910.0,607.0,511.0,599.0,367.0,246.0,234.0,259.0,201.0,289.0,213.0,479.0,315.0,100.0
Hsa-Mir-10-P2b_3p* chr19 segs:1-30 cds:+:51692654-51692683,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2b_5p,7298.0,6288.0,8905.0,23965.0,6838.0,40622.0,4211.0,2344.0,2327.0,5324.0,1437.0,4403.0,1362.0,7165.0,833.0,13968.0,1234.0,5187.0,1611.0,4505.0,1221.0,5490.0,818.0,31041.0,8235.0,8970.0,11088.0,34199.0,8795.0,24033.0,15825.0,32233.0,56867.0,25460.0,48666.0,89284.0,37620.0,51045.0,27756.0,13306.0,11704.0,13329.0,10089.0,25444.0,10822.0,80928.0,27036.0,6806.0
Hsa-Mir-10-P2b_5p chr19 segs:1-30 cds:+:51692616-51692645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_3p*,12.0,13.0,12.0,47.0,26.0,201.0,87.0,46.0,305.0,13.0,22.0,7.0,62.0,23.0,45.0,204.0,71.0,11.0,62.0,16.0,276.0,37.0,139.0,9.0,42.0,151.0,213.0,297.0,22.0,126.0,201.0,56.0,557.0,143.0,1563.0,657.0,702.0,600.0,266.0,254.0,170.0,449.0,91.0,8.0,58.0,578.0,63.0,11.0
Hsa-Mir-10-P2c_3p* chr21 segs:1-31 cds:+:16539136-16539166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P2c_5p,340.0,93.0,644.0,2226.0,584.0,3572.0,2529.0,795.0,3582.0,390.0,881.0,273.0,1187.0,352.0,750.0,2904.0,1558.0,253.0,1757.0,300.0,2153.0,570.0,1202.0,151.0,631.0,2320.0,2102.0,3566.0,571.0,2540.0,3116.0,1806.0,7902.0,1681.0,23695.0,18665.0,13170.0,9369.0,4472.0,3087.0,2209.0,6346.0,1408.0,44.0,774.0,12899.0,653.0,361.0
Hsa-Mir-10-P2c_5p chr21 segs:1-30 cds:+:16539099-16539128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_3p*,90.0,113.0,116.0,335.0,263.0,978.0,94.0,124.0,71.0,138.0,26.0,37.0,41.0,156.0,17.0,357.0,41.0,301.0,30.0,130.0,17.0,134.0,47.0,167.0,274.0,223.0,1159.0,887.0,93.0,679.0,472.0,219.0,365.0,350.0,1485.0,657.0,730.0,710.0,581.0,1079.0,809.0,917.0,612.0,235.0,475.0,562.0,2082.0,154.0
Hsa-Mir-10-P3a_3p* chr11 segs:1-30 cds:-:122099763-122099792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3a_5p,786.0,376.0,811.0,2872.0,917.0,2140.0,1833.0,584.0,1846.0,554.0,737.0,260.0,944.0,516.0,545.0,2206.0,1038.0,967.0,1251.0,562.0,780.0,539.0,543.0,313.0,740.0,480.0,2355.0,2112.0,698.0,1264.0,1604.0,2009.0,3820.0,1228.0,6241.0,7348.0,5723.0,3850.0,1830.0,1795.0,1417.0,1973.0,1110.0,368.0,879.0,4410.0,3452.0,494.0
Hsa-Mir-10-P3a_5p chr11 segs:1-30 cds:-:122099803-122099832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_3p*,28.0,38.0,38.0,71.0,45.0,178.0,11.0,17.0,7.0,20.0,3.0,36.0,4.0,48.0,8.0,57.0,0.0,31.0,8.0,16.0,11.0,24.0,6.0,102.0,33.0,46.0,60.0,96.0,21.0,44.0,38.0,42.0,99.0,132.0,146.0,110.0,134.0,143.0,65.0,48.0,68.0,52.0,70.0,102.0,35.0,101.0,91.0,28.0
Hsa-Mir-10-P3b_3p* chr19 segs:1-30 cds:+:51693304-51693333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3b_5p,15443.0,10229.0,16631.0,33948.0,12264.0,54053.0,13791.0,7946.0,8530.0,11507.0,5035.0,9586.0,5385.0,14740.0,3550.0,25144.0,4376.0,11089.0,6919.0,7748.0,3269.0,14602.0,3293.0,17573.0,9903.0,7929.0,20737.0,40043.0,17296.0,17685.0,18874.0,45080.0,79920.0,35742.0,51133.0,120235.0,80187.0,64652.0,28964.0,16051.0,16553.0,11627.0,12668.0,23423.0,12084.0,79733.0,30236.0,9788.0
Hsa-Mir-10-P3b_5p chr19 segs:1-32 cds:+:51693266-51693297,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_3p*,104.0,41.0,200.0,709.0,264.0,1029.0,1266.0,442.0,1944.0,207.0,484.0,121.0,728.0,170.0,410.0,990.0,690.0,176.0,780.0,114.0,574.0,258.0,691.0,80.0,288.0,1046.0,1620.0,1434.0,349.0,549.0,764.0,635.0,2195.0,628.0,8923.0,4058.0,3551.0,2453.0,1023.0,1064.0,924.0,1782.0,680.0,19.0,271.0,2870.0,480.0,149.0
Hsa-Mir-10-P3c_3p* chr21 segs:1-30 cds:+:16590290-16590319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-10-P3c_5p,2073.0,1259.0,2590.0,8155.0,3121.0,9069.0,6039.0,2267.0,5716.0,2400.0,2486.0,1220.0,3359.0,2617.0,1839.0,9357.0,3345.0,4802.0,4040.0,2671.0,2211.0,2685.0,1778.0,832.0,1994.0,1310.0,5910.0,5348.0,1213.0,3101.0,4137.0,3303.0,6004.0,3230.0,14372.0,10840.0,11378.0,6965.0,4351.0,4362.0,3969.0,4483.0,2747.0,885.0,2358.0,7420.0,7731.0,1337.0
Hsa-Mir-10-P3c_5p chr21 segs:1-30 cds:+:16590251-16590280,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_3p chr1 segs:1-30 cds:-:65058436-65058465,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v1_5p* chr1 segs:1-30 cds:-:65058471-65058500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_3p chr1 segs:1-30 cds:-:65058435-65058464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1-v2_5p* chr1 segs:1-30 cds:-:65058472-65058501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P1_3p/P2_3p,7314.0,12475.0,10754.0,21759.0,13641.0,58131.0,13156.0,16410.0,54823.0,2291.0,3973.0,3121.0,12009.0,19942.0,7020.0,52575.0,9363.0,18544.0,9698.0,33219.0,42246.0,38075.0,19889.0,3448.0,30909.0,33747.0,44021.0,60352.0,4508.0,67378.0,105550.0,9327.0,224379.0,97692.0,165332.0,232453.0,276647.0,214651.0,158760.0,47479.0,33550.0,46835.0,30649.0,12288.0,31942.0,186993.0,23749.0,7502.0
Hsa-Mir-101-P1_5p*,17.0,38.0,28.0,89.0,59.0,236.0,24.0,47.0,113.0,11.0,9.0,13.0,11.0,75.0,11.0,167.0,13.0,46.0,22.0,124.0,64.0,120.0,25.0,6.0,69.0,47.0,65.0,117.0,14.0,120.0,169.0,14.0,419.0,187.0,284.0,366.0,487.0,347.0,321.0,77.0,60.0,79.0,59.0,27.0,47.0,315.0,50.0,25.0
Hsa-Mir-101-P2-v1_3p chr9 segs:1-30 cds:+:4850342-4850371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hsa-Mir-101-P2-v1_5p* chr9 segs:1-31 cds:+:4850307-4850337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
